fid,id,left,top,right,bottom
2086,55369,779761.0548063321,5818817.973052206,779811.0548063321,5818867.973052206
2087,55370,779761.0548063321,5818767.973052206,779811.0548063321,5818817.973052206
2088,55371,779761.0548063321,5818717.973052206,779811.0548063321,5818767.973052206
2089,55372,779761.0548063321,5818667.973052206,779811.0548063321,5818717.973052206
2090,55373,779761.0548063321,5818617.973052206,779811.0548063321,5818667.973052206
2091,55374,779761.0548063321,5818567.973052206,779811.0548063321,5818617.973052206
2092,55375,779761.0548063321,5818517.973052206,779811.0548063321,5818567.973052206
2093,55398,779761.0548063321,5817367.973052206,779811.0548063321,5817417.973052206
2094,55399,779761.0548063321,5817317.973052206,779811.0548063321,5817367.973052206
2095,55400,779761.0548063321,5817267.973052206,779811.0548063321,5817317.973052206
2096,55401,779761.0548063321,5817217.973052206,779811.0548063321,5817267.973052206
2097,55402,779761.0548063321,5817167.973052206,779811.0548063321,5817217.973052206
2098,55403,779761.0548063321,5817117.973052206,779811.0548063321,5817167.973052206
2099,55404,779761.0548063321,5817067.973052206,779811.0548063321,5817117.973052206
2100,55405,779761.0548063321,5817017.973052206,779811.0548063321,5817067.973052206
2101,55406,779761.0548063321,5816967.973052206,779811.0548063321,5817017.973052206
2102,55407,779761.0548063321,5816917.973052206,779811.0548063321,5816967.973052206
2103,55408,779761.0548063321,5816867.973052206,779811.0548063321,5816917.973052206
2104,55409,779761.0548063321,5816817.973052206,779811.0548063321,5816867.973052206
2105,55410,779761.0548063321,5816767.973052206,779811.0548063321,5816817.973052206
2106,55411,779761.0548063321,5816717.973052206,779811.0548063321,5816767.973052206
2107,55412,779761.0548063321,5816667.973052206,779811.0548063321,5816717.973052206
2108,55413,779761.0548063321,5816617.973052206,779811.0548063321,5816667.973052206
2109,55414,779761.0548063321,5816567.973052206,779811.0548063321,5816617.973052206
2110,55415,779761.0548063321,5816517.973052206,779811.0548063321,5816567.973052206
2111,55416,779761.0548063321,5816467.973052206,779811.0548063321,5816517.973052206
2112,55417,779761.0548063321,5816417.973052206,779811.0548063321,5816467.973052206
2113,55418,779761.0548063321,5816367.973052206,779811.0548063321,5816417.973052206
2114,55419,779761.0548063321,5816317.973052206,779811.0548063321,5816367.973052206
2115,55420,779761.0548063321,5816267.973052206,779811.0548063321,5816317.973052206
2116,55421,779761.0548063321,5816217.973052206,779811.0548063321,5816267.973052206
2117,55422,779761.0548063321,5816167.973052206,779811.0548063321,5816217.973052206
2118,55423,779761.0548063321,5816117.973052206,779811.0548063321,5816167.973052206
2119,55424,779761.0548063321,5816067.973052206,779811.0548063321,5816117.973052206
2120,55425,779761.0548063321,5816017.973052206,779811.0548063321,5816067.973052206
2121,55426,779761.0548063321,5815967.973052206,779811.0548063321,5816017.973052206
2122,55427,779761.0548063321,5815917.973052206,779811.0548063321,5815967.973052206
2123,55428,779761.0548063321,5815867.973052206,779811.0548063321,5815917.973052206
2124,55429,779761.0548063321,5815817.973052206,779811.0548063321,5815867.973052206
2125,55430,779761.0548063321,5815767.973052206,779811.0548063321,5815817.973052206
2126,55431,779761.0548063321,5815717.973052206,779811.0548063321,5815767.973052206
2127,55432,779761.0548063321,5815667.973052206,779811.0548063321,5815717.973052206
2128,55433,779761.0548063321,5815617.973052206,779811.0548063321,5815667.973052206
2129,55434,779761.0548063321,5815567.973052206,779811.0548063321,5815617.973052206
2130,55435,779761.0548063321,5815517.973052206,779811.0548063321,5815567.973052206
2131,55436,779761.0548063321,5815467.973052206,779811.0548063321,5815517.973052206
2132,55437,779761.0548063321,5815417.973052206,779811.0548063321,5815467.973052206
2133,55438,779761.0548063321,5815367.973052206,779811.0548063321,5815417.973052206
2134,55439,779761.0548063321,5815317.973052206,779811.0548063321,5815367.973052206
2135,55440,779761.0548063321,5815267.973052206,779811.0548063321,5815317.973052206
2136,55441,779761.0548063321,5815217.973052206,779811.0548063321,5815267.973052206
2137,55442,779761.0548063321,5815167.973052206,779811.0548063321,5815217.973052206
2138,55443,779761.0548063321,5815117.973052206,779811.0548063321,5815167.973052206
2139,55444,779761.0548063321,5815067.973052206,779811.0548063321,5815117.973052206
2140,55445,779761.0548063321,5815017.973052206,779811.0548063321,5815067.973052206
2141,55446,779761.0548063321,5814967.973052206,779811.0548063321,5815017.973052206
2142,55447,779761.0548063321,5814917.973052206,779811.0548063321,5814967.973052206
2143,55448,779761.0548063321,5814867.973052206,779811.0548063321,5814917.973052206
2144,55449,779761.0548063321,5814817.973052206,779811.0548063321,5814867.973052206
2145,55450,779761.0548063321,5814767.973052206,779811.0548063321,5814817.973052206
2146,55451,779761.0548063321,5814717.973052206,779811.0548063321,5814767.973052206
2147,55452,779761.0548063321,5814667.973052206,779811.0548063321,5814717.973052206
2148,55453,779761.0548063321,5814617.973052206,779811.0548063321,5814667.973052206
2149,55454,779761.0548063321,5814567.973052206,779811.0548063321,5814617.973052206
2150,55455,779761.0548063321,5814517.973052206,779811.0548063321,5814567.973052206
2151,55456,779761.0548063321,5814467.973052206,779811.0548063321,5814517.973052206
2152,55457,779761.0548063321,5814417.973052206,779811.0548063321,5814467.973052206
2153,55458,779761.0548063321,5814367.973052206,779811.0548063321,5814417.973052206
2154,55459,779761.0548063321,5814317.973052206,779811.0548063321,5814367.973052206
2155,55460,779761.0548063321,5814267.973052206,779811.0548063321,5814317.973052206
2156,55461,779761.0548063321,5814217.973052206,779811.0548063321,5814267.973052206
2157,55462,779761.0548063321,5814167.973052206,779811.0548063321,5814217.973052206
2158,55463,779761.0548063321,5814117.973052206,779811.0548063321,5814167.973052206
2159,55464,779761.0548063321,5814067.973052206,779811.0548063321,5814117.973052206
2160,55465,779761.0548063321,5814017.973052206,779811.0548063321,5814067.973052206
2161,55466,779761.0548063321,5813967.973052206,779811.0548063321,5814017.973052206
2162,55467,779761.0548063321,5813917.973052206,779811.0548063321,5813967.973052206
2163,55865,779811.0548063321,5834317.973052206,779861.0548063321,5834367.973052206
2164,55866,779811.0548063321,5834267.973052206,779861.0548063321,5834317.973052206
2165,55867,779811.0548063321,5834217.973052206,779861.0548063321,5834267.973052206
2166,55868,779811.0548063321,5834167.973052206,779861.0548063321,5834217.973052206
2167,55869,779811.0548063321,5834117.973052206,779861.0548063321,5834167.973052206
2168,55870,779811.0548063321,5834067.973052206,779861.0548063321,5834117.973052206
2169,55871,779811.0548063321,5834017.973052206,779861.0548063321,5834067.973052206
2170,55872,779811.0548063321,5833967.973052206,779861.0548063321,5834017.973052206
2171,55873,779811.0548063321,5833917.973052206,779861.0548063321,5833967.973052206
2172,55874,779811.0548063321,5833867.973052206,779861.0548063321,5833917.973052206
2173,55949,779811.0548063321,5830117.973052206,779861.0548063321,5830167.973052206
2174,55950,779811.0548063321,5830067.973052206,779861.0548063321,5830117.973052206
2175,55951,779811.0548063321,5830017.973052206,779861.0548063321,5830067.973052206
2176,55952,779811.0548063321,5829967.973052206,779861.0548063321,5830017.973052206
2177,55953,779811.0548063321,5829917.973052206,779861.0548063321,5829967.973052206
2178,55954,779811.0548063321,5829867.973052206,779861.0548063321,5829917.973052206
2179,55955,779811.0548063321,5829817.973052206,779861.0548063321,5829867.973052206
2180,55956,779811.0548063321,5829767.973052206,779861.0548063321,5829817.973052206
2181,55957,779811.0548063321,5829717.973052206,779861.0548063321,5829767.973052206
2182,55958,779811.0548063321,5829667.973052206,779861.0548063321,5829717.973052206
2183,55959,779811.0548063321,5829617.973052206,779861.0548063321,5829667.973052206
2184,55960,779811.0548063321,5829567.973052206,779861.0548063321,5829617.973052206
2185,55961,779811.0548063321,5829517.973052206,779861.0548063321,5829567.973052206
2186,55962,779811.0548063321,5829467.973052206,779861.0548063321,5829517.973052206
2187,55963,779811.0548063321,5829417.973052206,779861.0548063321,5829467.973052206
2188,55964,779811.0548063321,5829367.973052206,779861.0548063321,5829417.973052206
2189,55965,779811.0548063321,5829317.973052206,779861.0548063321,5829367.973052206
2190,55966,779811.0548063321,5829267.973052206,779861.0548063321,5829317.973052206
2191,55967,779811.0548063321,5829217.973052206,779861.0548063321,5829267.973052206
2192,55968,779811.0548063321,5829167.973052206,779861.0548063321,5829217.973052206
2193,55969,779811.0548063321,5829117.973052206,779861.0548063321,5829167.973052206
2194,55970,779811.0548063321,5829067.973052206,779861.0548063321,5829117.973052206
2195,55971,779811.0548063321,5829017.973052206,779861.0548063321,5829067.973052206
2196,55972,779811.0548063321,5828967.973052206,779861.0548063321,5829017.973052206
2197,55973,779811.0548063321,5828917.973052206,779861.0548063321,5828967.973052206
2198,55974,779811.0548063321,5828867.973052206,779861.0548063321,5828917.973052206
2199,55975,779811.0548063321,5828817.973052206,779861.0548063321,5828867.973052206
2200,55976,779811.0548063321,5828767.973052206,779861.0548063321,5828817.973052206
2201,55977,779811.0548063321,5828717.973052206,779861.0548063321,5828767.973052206
2202,55978,779811.0548063321,5828667.973052206,779861.0548063321,5828717.973052206
2203,55979,779811.0548063321,5828617.973052206,779861.0548063321,5828667.973052206
2204,55980,779811.0548063321,5828567.973052206,779861.0548063321,5828617.973052206
2205,55981,779811.0548063321,5828517.973052206,779861.0548063321,5828567.973052206
2206,55982,779811.0548063321,5828467.973052206,779861.0548063321,5828517.973052206
2207,55983,779811.0548063321,5828417.973052206,779861.0548063321,5828467.973052206
2208,55984,779811.0548063321,5828367.973052206,779861.0548063321,5828417.973052206
2209,55985,779811.0548063321,5828317.973052206,779861.0548063321,5828367.973052206
2210,55986,779811.0548063321,5828267.973052206,779861.0548063321,5828317.973052206
2211,55987,779811.0548063321,5828217.973052206,779861.0548063321,5828267.973052206
2212,55988,779811.0548063321,5828167.973052206,779861.0548063321,5828217.973052206
2213,55989,779811.0548063321,5828117.973052206,779861.0548063321,5828167.973052206
2214,55990,779811.0548063321,5828067.973052206,779861.0548063321,5828117.973052206
2215,55991,779811.0548063321,5828017.973052206,779861.0548063321,5828067.973052206
2216,55992,779811.0548063321,5827967.973052206,779861.0548063321,5828017.973052206
2217,55993,779811.0548063321,5827917.973052206,779861.0548063321,5827967.973052206
2218,55994,779811.0548063321,5827867.973052206,779861.0548063321,5827917.973052206
2219,55995,779811.0548063321,5827817.973052206,779861.0548063321,5827867.973052206
2220,55996,779811.0548063321,5827767.973052206,779861.0548063321,5827817.973052206
2221,55997,779811.0548063321,5827717.973052206,779861.0548063321,5827767.973052206
2222,55998,779811.0548063321,5827667.973052206,779861.0548063321,5827717.973052206
2223,55999,779811.0548063321,5827617.973052206,779861.0548063321,5827667.973052206
2224,56000,779811.0548063321,5827567.973052206,779861.0548063321,5827617.973052206
2225,56001,779811.0548063321,5827517.973052206,779861.0548063321,5827567.973052206
2226,56002,779811.0548063321,5827467.973052206,779861.0548063321,5827517.973052206
2227,56003,779811.0548063321,5827417.973052206,779861.0548063321,5827467.973052206
2228,56004,779811.0548063321,5827367.973052206,779861.0548063321,5827417.973052206
2229,56005,779811.0548063321,5827317.973052206,779861.0548063321,5827367.973052206
2230,56006,779811.0548063321,5827267.973052206,779861.0548063321,5827317.973052206
2231,56007,779811.0548063321,5827217.973052206,779861.0548063321,5827267.973052206
2232,56008,779811.0548063321,5827167.973052206,779861.0548063321,5827217.973052206
2233,56009,779811.0548063321,5827117.973052206,779861.0548063321,5827167.973052206
2234,56010,779811.0548063321,5827067.973052206,779861.0548063321,5827117.973052206
2235,56011,779811.0548063321,5827017.973052206,779861.0548063321,5827067.973052206
2236,56012,779811.0548063321,5826967.973052206,779861.0548063321,5827017.973052206
2237,56013,779811.0548063321,5826917.973052206,779861.0548063321,5826967.973052206
2238,56014,779811.0548063321,5826867.973052206,779861.0548063321,5826917.973052206
2239,56015,779811.0548063321,5826817.973052206,779861.0548063321,5826867.973052206
2240,56016,779811.0548063321,5826767.973052206,779861.0548063321,5826817.973052206
2241,56017,779811.0548063321,5826717.973052206,779861.0548063321,5826767.973052206
2242,56018,779811.0548063321,5826667.973052206,779861.0548063321,5826717.973052206
2243,56019,779811.0548063321,5826617.973052206,779861.0548063321,5826667.973052206
2244,56109,779811.0548063321,5822117.973052206,779861.0548063321,5822167.973052206
2245,56110,779811.0548063321,5822067.973052206,779861.0548063321,5822117.973052206
2246,56111,779811.0548063321,5822017.973052206,779861.0548063321,5822067.973052206
2247,56112,779811.0548063321,5821967.973052206,779861.0548063321,5822017.973052206
2248,56113,779811.0548063321,5821917.973052206,779861.0548063321,5821967.973052206
2249,56114,779811.0548063321,5821867.973052206,779861.0548063321,5821917.973052206
2250,56115,779811.0548063321,5821817.973052206,779861.0548063321,5821867.973052206
2251,56116,779811.0548063321,5821767.973052206,779861.0548063321,5821817.973052206
2252,56117,779811.0548063321,5821717.973052206,779861.0548063321,5821767.973052206
2253,56118,779811.0548063321,5821667.973052206,779861.0548063321,5821717.973052206
2254,56119,779811.0548063321,5821617.973052206,779861.0548063321,5821667.973052206
2255,56120,779811.0548063321,5821567.973052206,779861.0548063321,5821617.973052206
2256,56121,779811.0548063321,5821517.973052206,779861.0548063321,5821567.973052206
2257,56122,779811.0548063321,5821467.973052206,779861.0548063321,5821517.973052206
2258,56123,779811.0548063321,5821417.973052206,779861.0548063321,5821467.973052206
2259,56124,779811.0548063321,5821367.973052206,779861.0548063321,5821417.973052206
2260,56125,779811.0548063321,5821317.973052206,779861.0548063321,5821367.973052206
2261,56126,779811.0548063321,5821267.973052206,779861.0548063321,5821317.973052206
2262,56127,779811.0548063321,5821217.973052206,779861.0548063321,5821267.973052206
2263,56128,779811.0548063321,5821167.973052206,779861.0548063321,5821217.973052206
2264,56129,779811.0548063321,5821117.973052206,779861.0548063321,5821167.973052206
2265,56130,779811.0548063321,5821067.973052206,779861.0548063321,5821117.973052206
2266,56131,779811.0548063321,5821017.973052206,779861.0548063321,5821067.973052206
2267,56132,779811.0548063321,5820967.973052206,779861.0548063321,5821017.973052206
2268,56133,779811.0548063321,5820917.973052206,779861.0548063321,5820967.973052206
2269,56134,779811.0548063321,5820867.973052206,779861.0548063321,5820917.973052206
2270,56135,779811.0548063321,5820817.973052206,779861.0548063321,5820867.973052206
2271,56136,779811.0548063321,5820767.973052206,779861.0548063321,5820817.973052206
2272,56137,779811.0548063321,5820717.973052206,779861.0548063321,5820767.973052206
2273,56138,779811.0548063321,5820667.973052206,779861.0548063321,5820717.973052206
2274,56139,779811.0548063321,5820617.973052206,779861.0548063321,5820667.973052206
2275,56140,779811.0548063321,5820567.973052206,779861.0548063321,5820617.973052206
2276,56141,779811.0548063321,5820517.973052206,779861.0548063321,5820567.973052206
2277,56142,779811.0548063321,5820467.973052206,779861.0548063321,5820517.973052206
2278,56143,779811.0548063321,5820417.973052206,779861.0548063321,5820467.973052206
2279,56144,779811.0548063321,5820367.973052206,779861.0548063321,5820417.973052206
2280,56145,779811.0548063321,5820317.973052206,779861.0548063321,5820367.973052206
2281,56146,779811.0548063321,5820267.973052206,779861.0548063321,5820317.973052206
2282,56147,779811.0548063321,5820217.973052206,779861.0548063321,5820267.973052206
2283,56148,779811.0548063321,5820167.973052206,779861.0548063321,5820217.973052206
2284,56149,779811.0548063321,5820117.973052206,779861.0548063321,5820167.973052206
2285,56150,779811.0548063321,5820067.973052206,779861.0548063321,5820117.973052206
2286,56151,779811.0548063321,5820017.973052206,779861.0548063321,5820067.973052206
2287,56152,779811.0548063321,5819967.973052206,779861.0548063321,5820017.973052206
2288,56153,779811.0548063321,5819917.973052206,779861.0548063321,5819967.973052206
2289,56154,779811.0548063321,5819867.973052206,779861.0548063321,5819917.973052206
2290,56155,779811.0548063321,5819817.973052206,779861.0548063321,5819867.973052206
2291,56156,779811.0548063321,5819767.973052206,779861.0548063321,5819817.973052206
2292,56157,779811.0548063321,5819717.973052206,779861.0548063321,5819767.973052206
2293,56158,779811.0548063321,5819667.973052206,779861.0548063321,5819717.973052206
2294,56159,779811.0548063321,5819617.973052206,779861.0548063321,5819667.973052206
2295,56160,779811.0548063321,5819567.973052206,779861.0548063321,5819617.973052206
2296,56161,779811.0548063321,5819517.973052206,779861.0548063321,5819567.973052206
2297,56162,779811.0548063321,5819467.973052206,779861.0548063321,5819517.973052206
2298,56163,779811.0548063321,5819417.973052206,779861.0548063321,5819467.973052206
2299,56164,779811.0548063321,5819367.973052206,779861.0548063321,5819417.973052206
2300,56165,779811.0548063321,5819317.973052206,779861.0548063321,5819367.973052206
2301,56166,779811.0548063321,5819267.973052206,779861.0548063321,5819317.973052206
2302,56167,779811.0548063321,5819217.973052206,779861.0548063321,5819267.973052206
2303,56168,779811.0548063321,5819167.973052206,779861.0548063321,5819217.973052206
2304,56169,779811.0548063321,5819117.973052206,779861.0548063321,5819167.973052206
2305,56170,779811.0548063321,5819067.973052206,779861.0548063321,5819117.973052206
2306,56171,779811.0548063321,5819017.973052206,779861.0548063321,5819067.973052206
2307,56172,779811.0548063321,5818967.973052206,779861.0548063321,5819017.973052206
2308,56173,779811.0548063321,5818917.973052206,779861.0548063321,5818967.973052206
2309,56174,779811.0548063321,5818867.973052206,779861.0548063321,5818917.973052206
2310,56175,779811.0548063321,5818817.973052206,779861.0548063321,5818867.973052206
2311,56176,779811.0548063321,5818767.973052206,779861.0548063321,5818817.973052206
2312,56177,779811.0548063321,5818717.973052206,779861.0548063321,5818767.973052206
2313,56178,779811.0548063321,5818667.973052206,779861.0548063321,5818717.973052206
2314,56179,779811.0548063321,5818617.973052206,779861.0548063321,5818667.973052206
2315,56180,779811.0548063321,5818567.973052206,779861.0548063321,5818617.973052206
2316,56181,779811.0548063321,5818517.973052206,779861.0548063321,5818567.973052206
2317,56202,779811.0548063321,5817467.973052206,779861.0548063321,5817517.973052206
2318,56203,779811.0548063321,5817417.973052206,779861.0548063321,5817467.973052206
2319,56204,779811.0548063321,5817367.973052206,779861.0548063321,5817417.973052206
2320,56205,779811.0548063321,5817317.973052206,779861.0548063321,5817367.973052206
2321,56206,779811.0548063321,5817267.973052206,779861.0548063321,5817317.973052206
2322,56207,779811.0548063321,5817217.973052206,779861.0548063321,5817267.973052206
2323,56208,779811.0548063321,5817167.973052206,779861.0548063321,5817217.973052206
2324,56209,779811.0548063321,5817117.973052206,779861.0548063321,5817167.973052206
2325,56210,779811.0548063321,5817067.973052206,779861.0548063321,5817117.973052206
2326,56211,779811.0548063321,5817017.973052206,779861.0548063321,5817067.973052206
2327,56212,779811.0548063321,5816967.973052206,779861.0548063321,5817017.973052206
2328,56213,779811.0548063321,5816917.973052206,779861.0548063321,5816967.973052206
2329,56214,779811.0548063321,5816867.973052206,779861.0548063321,5816917.973052206
2330,56215,779811.0548063321,5816817.973052206,779861.0548063321,5816867.973052206
2331,56216,779811.0548063321,5816767.973052206,779861.0548063321,5816817.973052206
2332,56217,779811.0548063321,5816717.973052206,779861.0548063321,5816767.973052206
2333,56218,779811.0548063321,5816667.973052206,779861.0548063321,5816717.973052206
2334,56219,779811.0548063321,5816617.973052206,779861.0548063321,5816667.973052206
2335,56220,779811.0548063321,5816567.973052206,779861.0548063321,5816617.973052206
2336,56221,779811.0548063321,5816517.973052206,779861.0548063321,5816567.973052206
2337,56222,779811.0548063321,5816467.973052206,779861.0548063321,5816517.973052206
2338,56223,779811.0548063321,5816417.973052206,779861.0548063321,5816467.973052206
2339,56224,779811.0548063321,5816367.973052206,779861.0548063321,5816417.973052206
2340,56225,779811.0548063321,5816317.973052206,779861.0548063321,5816367.973052206
2341,56226,779811.0548063321,5816267.973052206,779861.0548063321,5816317.973052206
2342,56227,779811.0548063321,5816217.973052206,779861.0548063321,5816267.973052206
2343,56228,779811.0548063321,5816167.973052206,779861.0548063321,5816217.973052206
2344,56229,779811.0548063321,5816117.973052206,779861.0548063321,5816167.973052206
2345,56230,779811.0548063321,5816067.973052206,779861.0548063321,5816117.973052206
2346,56231,779811.0548063321,5816017.973052206,779861.0548063321,5816067.973052206
2347,56232,779811.0548063321,5815967.973052206,779861.0548063321,5816017.973052206
2348,56233,779811.0548063321,5815917.973052206,779861.0548063321,5815967.973052206
2349,56234,779811.0548063321,5815867.973052206,779861.0548063321,5815917.973052206
2350,56235,779811.0548063321,5815817.973052206,779861.0548063321,5815867.973052206
2351,56236,779811.0548063321,5815767.973052206,779861.0548063321,5815817.973052206
2352,56237,779811.0548063321,5815717.973052206,779861.0548063321,5815767.973052206
2353,56238,779811.0548063321,5815667.973052206,779861.0548063321,5815717.973052206
2354,56239,779811.0548063321,5815617.973052206,779861.0548063321,5815667.973052206
2355,56240,779811.0548063321,5815567.973052206,779861.0548063321,5815617.973052206
2356,56241,779811.0548063321,5815517.973052206,779861.0548063321,5815567.973052206
2357,56242,779811.0548063321,5815467.973052206,779861.0548063321,5815517.973052206
2358,56243,779811.0548063321,5815417.973052206,779861.0548063321,5815467.973052206
2359,56244,779811.0548063321,5815367.973052206,779861.0548063321,5815417.973052206
2360,56245,779811.0548063321,5815317.973052206,779861.0548063321,5815367.973052206
2361,56246,779811.0548063321,5815267.973052206,779861.0548063321,5815317.973052206
2362,56247,779811.0548063321,5815217.973052206,779861.0548063321,5815267.973052206
2363,56248,779811.0548063321,5815167.973052206,779861.0548063321,5815217.973052206
2364,56249,779811.0548063321,5815117.973052206,779861.0548063321,5815167.973052206
2365,56250,779811.0548063321,5815067.973052206,779861.0548063321,5815117.973052206
2366,56251,779811.0548063321,5815017.973052206,779861.0548063321,5815067.973052206
2367,56252,779811.0548063321,5814967.973052206,779861.0548063321,5815017.973052206
2368,56253,779811.0548063321,5814917.973052206,779861.0548063321,5814967.973052206
2369,56254,779811.0548063321,5814867.973052206,779861.0548063321,5814917.973052206
2370,56255,779811.0548063321,5814817.973052206,779861.0548063321,5814867.973052206
2371,56256,779811.0548063321,5814767.973052206,779861.0548063321,5814817.973052206
2372,56257,779811.0548063321,5814717.973052206,779861.0548063321,5814767.973052206
2373,56258,779811.0548063321,5814667.973052206,779861.0548063321,5814717.973052206
2374,56259,779811.0548063321,5814617.973052206,779861.0548063321,5814667.973052206
2375,56260,779811.0548063321,5814567.973052206,779861.0548063321,5814617.973052206
2376,56261,779811.0548063321,5814517.973052206,779861.0548063321,5814567.973052206
2377,56262,779811.0548063321,5814467.973052206,779861.0548063321,5814517.973052206
2378,56263,779811.0548063321,5814417.973052206,779861.0548063321,5814467.973052206
2379,56264,779811.0548063321,5814367.973052206,779861.0548063321,5814417.973052206
2380,56265,779811.0548063321,5814317.973052206,779861.0548063321,5814367.973052206
2381,56266,779811.0548063321,5814267.973052206,779861.0548063321,5814317.973052206
2382,56267,779811.0548063321,5814217.973052206,779861.0548063321,5814267.973052206
2383,56268,779811.0548063321,5814167.973052206,779861.0548063321,5814217.973052206
2384,56269,779811.0548063321,5814117.973052206,779861.0548063321,5814167.973052206
2385,56270,779811.0548063321,5814067.973052206,779861.0548063321,5814117.973052206
2386,56271,779811.0548063321,5814017.973052206,779861.0548063321,5814067.973052206
2387,56272,779811.0548063321,5813967.973052206,779861.0548063321,5814017.973052206
2388,56273,779811.0548063321,5813917.973052206,779861.0548063321,5813967.973052206
2389,56274,779811.0548063321,5813867.973052206,779861.0548063321,5813917.973052206
2390,56671,779861.0548063321,5834317.973052206,779911.0548063321,5834367.973052206
2391,56672,779861.0548063321,5834267.973052206,779911.0548063321,5834317.973052206
2392,56673,779861.0548063321,5834217.973052206,779911.0548063321,5834267.973052206
2393,56674,779861.0548063321,5834167.973052206,779911.0548063321,5834217.973052206
2394,56675,779861.0548063321,5834117.973052206,779911.0548063321,5834167.973052206
2395,56676,779861.0548063321,5834067.973052206,779911.0548063321,5834117.973052206
2396,56677,779861.0548063321,5834017.973052206,779911.0548063321,5834067.973052206
2397,56678,779861.0548063321,5833967.973052206,779911.0548063321,5834017.973052206
2398,56679,779861.0548063321,5833917.973052206,779911.0548063321,5833967.973052206
2399,56680,779861.0548063321,5833867.973052206,779911.0548063321,5833917.973052206
2400,56681,779861.0548063321,5833817.973052206,779911.0548063321,5833867.973052206
2401,56682,779861.0548063321,5833767.973052206,779911.0548063321,5833817.973052206
2402,56683,779861.0548063321,5833717.973052206,779911.0548063321,5833767.973052206
2403,56750,779861.0548063321,5830367.973052206,779911.0548063321,5830417.973052206
2404,56751,779861.0548063321,5830317.973052206,779911.0548063321,5830367.973052206
2405,56752,779861.0548063321,5830267.973052206,779911.0548063321,5830317.973052206
2406,56753,779861.0548063321,5830217.973052206,779911.0548063321,5830267.973052206
2407,56754,779861.0548063321,5830167.973052206,779911.0548063321,5830217.973052206
2408,56755,779861.0548063321,5830117.973052206,779911.0548063321,5830167.973052206
2409,56756,779861.0548063321,5830067.973052206,779911.0548063321,5830117.973052206
2410,56757,779861.0548063321,5830017.973052206,779911.0548063321,5830067.973052206
2411,56758,779861.0548063321,5829967.973052206,779911.0548063321,5830017.973052206
2412,56759,779861.0548063321,5829917.973052206,779911.0548063321,5829967.973052206
2413,56760,779861.0548063321,5829867.973052206,779911.0548063321,5829917.973052206
2414,56761,779861.0548063321,5829817.973052206,779911.0548063321,5829867.973052206
2415,56762,779861.0548063321,5829767.973052206,779911.0548063321,5829817.973052206
2416,56763,779861.0548063321,5829717.973052206,779911.0548063321,5829767.973052206
2417,56764,779861.0548063321,5829667.973052206,779911.0548063321,5829717.973052206
2418,56765,779861.0548063321,5829617.973052206,779911.0548063321,5829667.973052206
2419,56766,779861.0548063321,5829567.973052206,779911.0548063321,5829617.973052206
2420,56767,779861.0548063321,5829517.973052206,779911.0548063321,5829567.973052206
2421,56768,779861.0548063321,5829467.973052206,779911.0548063321,5829517.973052206
2422,56769,779861.0548063321,5829417.973052206,779911.0548063321,5829467.973052206
2423,56770,779861.0548063321,5829367.973052206,779911.0548063321,5829417.973052206
2424,56771,779861.0548063321,5829317.973052206,779911.0548063321,5829367.973052206
2425,56772,779861.0548063321,5829267.973052206,779911.0548063321,5829317.973052206
2426,56773,779861.0548063321,5829217.973052206,779911.0548063321,5829267.973052206
2427,56774,779861.0548063321,5829167.973052206,779911.0548063321,5829217.973052206
2428,56775,779861.0548063321,5829117.973052206,779911.0548063321,5829167.973052206
2429,56776,779861.0548063321,5829067.973052206,779911.0548063321,5829117.973052206
2430,56777,779861.0548063321,5829017.973052206,779911.0548063321,5829067.973052206
2431,56778,779861.0548063321,5828967.973052206,779911.0548063321,5829017.973052206
2432,56779,779861.0548063321,5828917.973052206,779911.0548063321,5828967.973052206
2433,56780,779861.0548063321,5828867.973052206,779911.0548063321,5828917.973052206
2434,56781,779861.0548063321,5828817.973052206,779911.0548063321,5828867.973052206
2435,56782,779861.0548063321,5828767.973052206,779911.0548063321,5828817.973052206
2436,56783,779861.0548063321,5828717.973052206,779911.0548063321,5828767.973052206
2437,56784,779861.0548063321,5828667.973052206,779911.0548063321,5828717.973052206
2438,56785,779861.0548063321,5828617.973052206,779911.0548063321,5828667.973052206
2439,56786,779861.0548063321,5828567.973052206,779911.0548063321,5828617.973052206
2440,56787,779861.0548063321,5828517.973052206,779911.0548063321,5828567.973052206
2441,56788,779861.0548063321,5828467.973052206,779911.0548063321,5828517.973052206
2442,56789,779861.0548063321,5828417.973052206,779911.0548063321,5828467.973052206
2443,56790,779861.0548063321,5828367.973052206,779911.0548063321,5828417.973052206
2444,56791,779861.0548063321,5828317.973052206,779911.0548063321,5828367.973052206
2445,56792,779861.0548063321,5828267.973052206,779911.0548063321,5828317.973052206
2446,56793,779861.0548063321,5828217.973052206,779911.0548063321,5828267.973052206
2447,56794,779861.0548063321,5828167.973052206,779911.0548063321,5828217.973052206
2448,56795,779861.0548063321,5828117.973052206,779911.0548063321,5828167.973052206
2449,56796,779861.0548063321,5828067.973052206,779911.0548063321,5828117.973052206
2450,56797,779861.0548063321,5828017.973052206,779911.0548063321,5828067.973052206
2451,56798,779861.0548063321,5827967.973052206,779911.0548063321,5828017.973052206
2452,56799,779861.0548063321,5827917.973052206,779911.0548063321,5827967.973052206
2453,56800,779861.0548063321,5827867.973052206,779911.0548063321,5827917.973052206
