fid,id,left,top,right,bottom
3759,60854,780111.0548063321,5826667.973052206,780161.0548063321,5826717.973052206
3760,60943,780111.0548063321,5822217.973052206,780161.0548063321,5822267.973052206
3761,60944,780111.0548063321,5822167.973052206,780161.0548063321,5822217.973052206
3762,60945,780111.0548063321,5822117.973052206,780161.0548063321,5822167.973052206
3763,60946,780111.0548063321,5822067.973052206,780161.0548063321,5822117.973052206
3764,60947,780111.0548063321,5822017.973052206,780161.0548063321,5822067.973052206
3765,60948,780111.0548063321,5821967.973052206,780161.0548063321,5822017.973052206
3766,60949,780111.0548063321,5821917.973052206,780161.0548063321,5821967.973052206
3767,60950,780111.0548063321,5821867.973052206,780161.0548063321,5821917.973052206
3768,60951,780111.0548063321,5821817.973052206,780161.0548063321,5821867.973052206
3769,60952,780111.0548063321,5821767.973052206,780161.0548063321,5821817.973052206
3770,60953,780111.0548063321,5821717.973052206,780161.0548063321,5821767.973052206
3771,60954,780111.0548063321,5821667.973052206,780161.0548063321,5821717.973052206
3772,60955,780111.0548063321,5821617.973052206,780161.0548063321,5821667.973052206
3773,60956,780111.0548063321,5821567.973052206,780161.0548063321,5821617.973052206
3774,60957,780111.0548063321,5821517.973052206,780161.0548063321,5821567.973052206
3775,60958,780111.0548063321,5821467.973052206,780161.0548063321,5821517.973052206
3776,60959,780111.0548063321,5821417.973052206,780161.0548063321,5821467.973052206
3777,60960,780111.0548063321,5821367.973052206,780161.0548063321,5821417.973052206
3778,60961,780111.0548063321,5821317.973052206,780161.0548063321,5821367.973052206
3779,60962,780111.0548063321,5821267.973052206,780161.0548063321,5821317.973052206
3780,60963,780111.0548063321,5821217.973052206,780161.0548063321,5821267.973052206
3781,60964,780111.0548063321,5821167.973052206,780161.0548063321,5821217.973052206
3782,60965,780111.0548063321,5821117.973052206,780161.0548063321,5821167.973052206
3783,60966,780111.0548063321,5821067.973052206,780161.0548063321,5821117.973052206
3784,60967,780111.0548063321,5821017.973052206,780161.0548063321,5821067.973052206
3785,60968,780111.0548063321,5820967.973052206,780161.0548063321,5821017.973052206
3786,60969,780111.0548063321,5820917.973052206,780161.0548063321,5820967.973052206
3787,60970,780111.0548063321,5820867.973052206,780161.0548063321,5820917.973052206
3788,60971,780111.0548063321,5820817.973052206,780161.0548063321,5820867.973052206
